Pathways,Common-Name,Compounds of pathway,Kegg,Genes of pathway,Enzymes of pathway,Common-Name
GLUTDEG-PWY,L-glutamate degradation II,OXALACETIC_ACID // GLT // 2-KETOGLUTARATE // FUM // AMMONIUM // L-ASPARTATE,<a href='http://www.genome.ad.jp/dbget-bin/www_bget?C00036'>C00036</a> // <a href='http://www.genome.ad.jp/dbget-bin/www_bget?C00025'>C00025</a> // <a href='http://www.genome.ad.jp/dbget-bin/www_bget?C00026'>C00026</a> // <a href='http://www.genome.ad.jp/dbget-bin/www_bget?C00122'>C00122</a> // <a href='http://www.genome.ad.jp/dbget-bin/www_bget?C01342'>C01342</a> // <a href='http://www.genome.ad.jp/dbget-bin/www_bget?C00049'>C00049</a>,G1G01-4040 // G1G01-2098 // G1G01-5011 // G1G01-5694,G1G01-4040-MONOMER // G1G01-2098-MONOMER // G1G01-5011-MONOMER // G1G01-5694-MONOMER,aminotransferase // aromatic amino acid aminotransferase // aspartate/tyrosine/aromatic aminotransferase // aspartate ammonia-lyase
PWY0-1479,tRNA processing,CPD0-2351 // Nucleoside-Monophosphates // tRNAs // tRNA-fragment // CPD0-2353 // Ribonucleoside-Monophosphates // Ribonucleoside-Diphosphates // CPD0-2354 // Pi // CPD0-2350 // CPD0-2352 // WATER,<a href='http://www.genome.ad.jp/dbget-bin/www_bget?C02171'>C02171</a> // <a href='http://www.genome.ad.jp/dbget-bin/www_bget?C02520'>C02520</a> // <a href='http://www.genome.ad.jp/dbget-bin/www_bget?C03723'>C03723</a> // <a href='http://www.genome.ad.jp/dbget-bin/www_bget?C00001'>C00001</a>,G1G01-5220 // G1G01-8 // G1G01-4899 // G1G01-5651 // G1G01-2016,G1G01-5220-MONOMER // G1G01-8-MONOMER // G1G01-4899-MONOMER // G1G01-5651-MONOMER // G1G01-2016-MONOMER,exoribonuclease R // ribonuclease P protein component // ribonuclease D // ribonuclease PH // ribonuclease E
PWY1G01-2,glucose metabolism (<i>Pseudomonas putida</i>),E- // DIHYDROXY-ACETONE-PHOSPHATE // NADH // NAD // DPG // PHOSPHO-ENOL-PYRUVATE // ALPHA-GLC-6-P // G3P // 2-PG // ERYTHROSE-4P // XYLULOSE-5-PHOSPHATE // RIBOSE-5P // D-SEDOHEPTULOSE-7-P // Pi // FRUCTOSE-6P // FRUCTOSE-16-DIPHOSPHATE // NADH-P-OR-NOP // CPD-339 // NAD-P-OR-NOP // Donor-H2 // CPD-377 // Acceptor // Ubiquinols // GLC-D-LACTONE // Glucopyranose // Ubiquinones // CARBON-DIOXIDE // RIBULOSE-5P // NADPH // D-glucopyranose-6-phosphate // NADP // D-6-P-GLUCONO-DELTA-LACTONE // PYRUVATE // GAP // WATER // 2-KETO-3-DEOXY-6-P-GLUCONATE // ADP // CPD-2961 // PROTON // ATP // GLUCONATE,<a href='http://www.genome.ad.jp/dbget-bin/www_bget?C05359'>C05359</a> // <a href='http://www.genome.ad.jp/dbget-bin/www_bget?C00111'>C00111</a> // <a href='http://www.genome.ad.jp/dbget-bin/www_bget?C00004'>C00004</a> // <a href='http://www.genome.ad.jp/dbget-bin/www_bget?C00003'>C00003</a> // <a href='http://www.genome.ad.jp/dbget-bin/www_bget?C00236'>C00236</a> // <a href='http://www.genome.ad.jp/dbget-bin/www_bget?C00074'>C00074</a> // <a href='http://www.genome.ad.jp/dbget-bin/www_bget?C00668'>C00668</a> // <a href='http://www.genome.ad.jp/dbget-bin/www_bget?C00197'>C00197</a> // <a href='http://www.genome.ad.jp/dbget-bin/www_bget?C00631'>C00631</a> // <a href='http://www.genome.ad.jp/dbget-bin/www_bget?C00279'>C00279</a> // <a href='http://www.genome.ad.jp/dbget-bin/www_bget?C00231'>C00231</a> //  // <a href='http://www.genome.ad.jp/dbget-bin/www_bget?C05345'>C05345</a> // <a href='http://www.genome.ad.jp/dbget-bin/www_bget?C00354'>C00354</a> // <a href='http://www.genome.ad.jp/dbget-bin/www_bget?C01218'>C01218</a> // <a href='http://www.genome.ad.jp/dbget-bin/www_bget?C00030'>C00030</a> // <a href='http://www.genome.ad.jp/dbget-bin/www_bget?C06473'>C06473</a> // <a href='http://www.genome.ad.jp/dbget-bin/www_bget?C00028'>C00028</a> // <a href='http://www.genome.ad.jp/dbget-bin/www_bget?C00390'>C00390</a> // <a href='http://www.genome.ad.jp/dbget-bin/www_bget?C00198'>C00198</a> // <a href='http://www.genome.ad.jp/dbget-bin/www_bget?C00031'>C00031</a> // <a href='http://www.genome.ad.jp/dbget-bin/www_bget?C00399'>C00399</a> // <a href='http://www.genome.ad.jp/dbget-bin/www_bget?C00011'>C00011</a> // <a href='http://www.genome.ad.jp/dbget-bin/www_bget?C00199'>C00199</a> // <a href='http://www.genome.ad.jp/dbget-bin/www_bget?C00005'>C00005</a> // <a href='http://www.genome.ad.jp/dbget-bin/www_bget?C00092'>C00092</a> // <a href='http://www.genome.ad.jp/dbget-bin/www_bget?C00006'>C00006</a> // <a href='http://www.genome.ad.jp/dbget-bin/www_bget?C01236'>C01236</a> // <a href='http://www.genome.ad.jp/dbget-bin/www_bget?C00022'>C00022</a> // <a href='http://www.genome.ad.jp/dbget-bin/www_bget?C00118'>C00118</a> // <a href='http://www.genome.ad.jp/dbget-bin/www_bget?C00001'>C00001</a> // <a href='http://www.genome.ad.jp/dbget-bin/www_bget?C04442'>C04442</a> // <a href='http://www.genome.ad.jp/dbget-bin/www_bget?C00008'>C00008</a> // <a href='http://www.genome.ad.jp/dbget-bin/www_bget?C00345'>C00345</a> // <a href='http://www.genome.ad.jp/dbget-bin/www_bget?C00080'>C00080</a> // <a href='http://www.genome.ad.jp/dbget-bin/www_bget?C00002'>C00002</a> // <a href='http://www.genome.ad.jp/dbget-bin/www_bget?C00257'>C00257</a>,G1G01-5304 // G1G01-5041 // G1G01-737 // G1G01-1082 // G1G01-2290 // G1G01-3676 // G1G01-5307 // G1G01-1709 // G1G01-4578 // G1G01-1451 // G1G01-5022 // G1G01-1911 // G1G01-1084 // G1G01-5400 // G1G01-452 // G1G01-5495 // G1G01-5309 // G1G01-2189 // G1G01-5385 // G1G01-3609 // G1G01-3607 // G1G01-3613 // G1G01-3614 // G1G01-3615 // G1G01-1253 // G1G01-1536 // G1G01-4308 // G1G01-5707 // G1G01-4307 // G1G01-1095 // G1G01-1096 // G1G01-1097 // G1G01-1083 // G1G01-3649,G1G01-5304-MONOMER // G1G01-5041-MONOMER // G1G01-737-MONOMER // G1G01-1082-MONOMER // G1G01-2290-MONOMER // G1G01-3676-MONOMER // G1G01-5307-MONOMER // G1G01-1709-MONOMER // G1G01-4578-MONOMER // G1G01-1451-MONOMER // G1G01-5022-MONOMER // G1G01-1911-MONOMER // G1G01-1084-MONOMER // G1G01-5400-MONOMER // G1G01-452-MONOMER // G1G01-5495-MONOMER // G1G01-5309-MONOMER // G1G01-2189-MONOMER // G1G01-5385-MONOMER // G1G01-3609-MONOMER // G1G01-3607-MONOMER // CPLX1G01-113 // G1G01-1253-MONOMER // G1G01-1536-MONOMER // G1G01-4308-MONOMER // G1G01-5707-MONOMER // G1G01-4307-MONOMER // G1G01-1095-MONOMER // G1G01-1096-MONOMER // G1G01-1097-MONOMER // G1G01-1083-MONOMER // G1G01-3649-MONOMER,"fructose-bisphosphate aldolase // triose phosphate isomerase // glyceraldehyde-3-phosphate dehydrogenase // phosphoglycerate kinase // enolase // pyruvate kinase // pyruvate kinase II // glucose 6-phosphate isomerase // glucokinase // 2,3-bisphosphoglycerate-independent phosphoglycerate mutase // ribulose-5-phosphate 3-epimerase // ribose-5-phosphate isomerase A // transketolase A // bifunctional sugar-phosphatase/mannitol-1-phosphate 5-dehydrogenase // class 1 fructose-1,6-bisphosphatase // 2-ketogluconokinase // phosphogluconate 2-dehydrogenase // gluconate 2-dehydrogenase // gluconolactonase // quinoprotein glucose dehydrogenase // 6-phosphogluconate dehydrogenase // glucose 6-phosphate 1-dehydrogenase // glucose 6-phosphate-1-dehydrogenase // 6-phosphogluconolactonase // KHG/KDPG aldolase"
P561-PWY,proline betaine degradation,NAD-P-OR-NOP // NADH-P-OR-NOP // PROTON // HYDROGEN-PEROXIDE // FORMALDEHYDE // PRO // CPD-904 // OXYGEN-MOLECULE // WATER // CPD-17175 // CPD-821,<a href='http://www.genome.ad.jp/dbget-bin/www_bget?C00080'>C00080</a> // <a href='http://www.genome.ad.jp/dbget-bin/www_bget?C00027'>C00027</a> // <a href='http://www.genome.ad.jp/dbget-bin/www_bget?C00067'>C00067</a> // <a href='http://www.genome.ad.jp/dbget-bin/www_bget?C00148'>C00148</a> // <a href='http://www.genome.ad.jp/dbget-bin/www_bget?C00007'>C00007</a> // <a href='http://www.genome.ad.jp/dbget-bin/www_bget?C00001'>C00001</a> // <a href='http://www.genome.ad.jp/dbget-bin/www_bget?C21514'>C21514</a> // <a href='http://www.genome.ad.jp/dbget-bin/www_bget?C10172'>C10172</a>,G1G01-5087,G1G01-5087-MONOMER,N-methylproline demethylase
ARGDEG-III-PWY,L-arginine degradation IV (arginine decarboxylase/agmatine deiminase pathway),ARG // AGMATHINE // AMMONIUM // CARBON-DIOXIDE // PUTRESCINE // PROTON // CPD-597 // WATER,<a href='http://www.genome.ad.jp/dbget-bin/www_bget?C00062'>C00062</a> // <a href='http://www.genome.ad.jp/dbget-bin/www_bget?C00179'>C00179</a> // <a href='http://www.genome.ad.jp/dbget-bin/www_bget?C01342'>C01342</a> // <a href='http://www.genome.ad.jp/dbget-bin/www_bget?C00011'>C00011</a> // <a href='http://www.genome.ad.jp/dbget-bin/www_bget?C00134'>C00134</a> // <a href='http://www.genome.ad.jp/dbget-bin/www_bget?C00080'>C00080</a> // <a href='http://www.genome.ad.jp/dbget-bin/www_bget?C00436'>C00436</a> // <a href='http://www.genome.ad.jp/dbget-bin/www_bget?C00001'>C00001</a>,G1G01-617 // G1G01-288,G1G01-617-MONOMER // G1G01-288-MONOMER,biosynthetic arginine decarboxylase // agmatine deiminase
PWY0-1335,NADH to cytochrome <i>bo</i> oxidase electron transfer I,E- // NAD // NADH // PROTON // Ubiquinones // WATER // OXYGEN-MOLECULE // Ubiquinols,<a href='http://www.genome.ad.jp/dbget-bin/www_bget?C05359'>C05359</a> // <a href='http://www.genome.ad.jp/dbget-bin/www_bget?C00003'>C00003</a> // <a href='http://www.genome.ad.jp/dbget-bin/www_bget?C00004'>C00004</a> // <a href='http://www.genome.ad.jp/dbget-bin/www_bget?C00080'>C00080</a> // <a href='http://www.genome.ad.jp/dbget-bin/www_bget?C00399'>C00399</a> // <a href='http://www.genome.ad.jp/dbget-bin/www_bget?C00001'>C00001</a> // <a href='http://www.genome.ad.jp/dbget-bin/www_bget?C00007'>C00007</a> // <a href='http://www.genome.ad.jp/dbget-bin/www_bget?C00390'>C00390</a>,G1G01-4392 // G1G01-4389 // G1G01-4388 // G1G01-4397 // G1G01-4396 // G1G01-4394 // G1G01-4391 // G1G01-4390 // G1G01-4386 // G1G01-4387 // G1G01-4393 // G1G01-4395 // G1G01-4398 // G1G01-888 // G1G01-887 // G1G01-886 // G1G01-885,CPLX1G01-142 // CPLX1G01-159,NADH:ubiquinone reductase (H<small><sup>+</sup></small>-translocating) // cytochrome <i>bo<sub>3</sub></i> terminal oxidase
GLUTAMINEFUM-PWY,L-glutamine degradation II,WATER // AMMONIA // NADPH // 2-KETOGLUTARATE // GLN // PROTON // GLT // NADP,<a href='http://www.genome.ad.jp/dbget-bin/www_bget?C00001'>C00001</a> // <a href='http://www.genome.ad.jp/dbget-bin/www_bget?C00014'>C00014</a> // <a href='http://www.genome.ad.jp/dbget-bin/www_bget?C00005'>C00005</a> // <a href='http://www.genome.ad.jp/dbget-bin/www_bget?C00026'>C00026</a> // <a href='http://www.genome.ad.jp/dbget-bin/www_bget?C00064'>C00064</a> // <a href='http://www.genome.ad.jp/dbget-bin/www_bget?C00080'>C00080</a> // <a href='http://www.genome.ad.jp/dbget-bin/www_bget?C00025'>C00025</a> // <a href='http://www.genome.ad.jp/dbget-bin/www_bget?C00006'>C00006</a>,G1G01-5419 // G1G01-5420,CPLX1G01-79,L-glutamate synthase
ALANINE-SYN2-PWY,L-alanine biosynthesis II,PYRUVATE // GLT // 2-KETOGLUTARATE // L-ALPHA-ALANINE,<a href='http://www.genome.ad.jp/dbget-bin/www_bget?C00022'>C00022</a> // <a href='http://www.genome.ad.jp/dbget-bin/www_bget?C00025'>C00025</a> // <a href='http://www.genome.ad.jp/dbget-bin/www_bget?C00026'>C00026</a> // <a href='http://www.genome.ad.jp/dbget-bin/www_bget?C00041'>C00041</a>,G1G01-1976 // G1G01-890,G1G01-1976-MONOMER // G1G01-890-MONOMER,glutamate-pyruvate aminotransferase // alanine transaminase
GALACTUROCAT-PWY,D-galacturonate degradation I,WATER // ADP // 2-DEHYDRO-3-DEOXY-D-GLUCONATE // ATP // NADH // PROTON // NAD // D-ALTRONATE // D-TAGATURONATE // CPD-15633 // PYRUVATE // GAP // 2-KETO-3-DEOXY-6-P-GLUCONATE,<a href='http://www.genome.ad.jp/dbget-bin/www_bget?C00001'>C00001</a> // <a href='http://www.genome.ad.jp/dbget-bin/www_bget?C00008'>C00008</a> // <a href='http://www.genome.ad.jp/dbget-bin/www_bget?C00204'>C00204</a> // <a href='http://www.genome.ad.jp/dbget-bin/www_bget?C00002'>C00002</a> // <a href='http://www.genome.ad.jp/dbget-bin/www_bget?C00004'>C00004</a> // <a href='http://www.genome.ad.jp/dbget-bin/www_bget?C00080'>C00080</a> // <a href='http://www.genome.ad.jp/dbget-bin/www_bget?C00003'>C00003</a> // <a href='http://www.genome.ad.jp/dbget-bin/www_bget?C00817'>C00817</a> // <a href='http://www.genome.ad.jp/dbget-bin/www_bget?C00558'>C00558</a> // <a href='http://www.genome.ad.jp/dbget-bin/www_bget?C00022'>C00022</a> // <a href='http://www.genome.ad.jp/dbget-bin/www_bget?C00118'>C00118</a> // <a href='http://www.genome.ad.jp/dbget-bin/www_bget?C04442'>C04442</a>,G1G01-3014 // G1G01-3609 // G1G01-1097,G1G01-3014-MONOMER // G1G01-3609-MONOMER // G1G01-1097-MONOMER,D-galactarate dehydratase/altronate dehydratase // 2-ketogluconokinase // KHG/KDPG aldolase
PWY-7205,CMP phosphorylation,CMP // ADP // CTP // CDP // ATP,<a href='http://www.genome.ad.jp/dbget-bin/www_bget?C00055'>C00055</a> // <a href='http://www.genome.ad.jp/dbget-bin/www_bget?C00008'>C00008</a> // <a href='http://www.genome.ad.jp/dbget-bin/www_bget?C00063'>C00063</a> // <a href='http://www.genome.ad.jp/dbget-bin/www_bget?C00112'>C00112</a> // <a href='http://www.genome.ad.jp/dbget-bin/www_bget?C00002'>C00002</a>,G1G01-1873 // G1G01-924,G1G01-1873-MONOMER // G1G01-924-MONOMER,cytidylate kinase // nucleoside diphosphate kinase
PWY-1722,"formate assimilation into 5,10-methylenetetrahydrofolate",PROTON // WATER // Pi // ADP // FORMYL-THF-GLU-N // THF-GLU-N // ATP // FORMATE // NADPH // 5-10-METHENYL-THF-GLU-N // METHYLENE-THF-GLU-N // NADP,<a href='http://www.genome.ad.jp/dbget-bin/www_bget?C00080'>C00080</a> // <a href='http://www.genome.ad.jp/dbget-bin/www_bget?C00001'>C00001</a> // <a href='http://www.genome.ad.jp/dbget-bin/www_bget?C00008'>C00008</a> // <a href='http://www.genome.ad.jp/dbget-bin/www_bget?C03541'>C03541</a> // <a href='http://www.genome.ad.jp/dbget-bin/www_bget?C00002'>C00002</a> // <a href='http://www.genome.ad.jp/dbget-bin/www_bget?C00058'>C00058</a> // <a href='http://www.genome.ad.jp/dbget-bin/www_bget?C00005'>C00005</a> // <a href='http://www.genome.ad.jp/dbget-bin/www_bget?C00006'>C00006</a>,G1G01-2412 // G1G01-2067,G1G01-2412-MONOMER // G1G01-2067-MONOMER,bifunctional methylenetetrahydrofolate dehydrogenase/methenyltetrahydrofolate cyclohydrolase
PWY0-1021,L-alanine biosynthesis III,L-ALPHA-ALANINE // L-Cysteine-Desulfurase-persulfide // Cysteine-Desulfurase-L-cysteine // CYS,<a href='http://www.genome.ad.jp/dbget-bin/www_bget?C00041'>C00041</a> // <a href='http://www.genome.ad.jp/dbget-bin/www_bget?C00097'>C00097</a>,G1G01-2600 // G1G01-1620 // G1G01-917,G1G01-2600-MONOMER // G1G01-1620-MONOMER // G1G01-917-MONOMER,cysteine desulfurase
ILEUDEG-PWY,L-isoleucine degradation I,BCAA-dehydrogenase-lipoyl // BCAA-dehydrogenase-2MB-DH-lipoyl // BCAA-dehydrogenase-DH-lipoyl // GLT // ILE // 2-KETOGLUTARATE // WATER // 2-METHYL-3-HYDROXY-BUTYRYL-COA // 2-METHYL-ACETO-ACETYL-COA // PROPIONYL-COA // ACETYL-COA // CARBON-DIOXIDE // NADH // 2-KETO-3-METHYL-VALERATE // NAD // CO-A // ETF-Reduced // CPD-1083 // 2-METHYL-BUTYRYL-COA // ETF-Oxidized // PROTON,<a href='http://www.genome.ad.jp/dbget-bin/www_bget?C00025'>C00025</a> // <a href='http://www.genome.ad.jp/dbget-bin/www_bget?C00407'>C00407</a> // <a href='http://www.genome.ad.jp/dbget-bin/www_bget?C00026'>C00026</a> // <a href='http://www.genome.ad.jp/dbget-bin/www_bget?C00001'>C00001</a> // <a href='http://www.genome.ad.jp/dbget-bin/www_bget?C04405'>C04405</a> // <a href='http://www.genome.ad.jp/dbget-bin/www_bget?C03344'>C03344</a> // <a href='http://www.genome.ad.jp/dbget-bin/www_bget?C00100'>C00100</a> // <a href='http://www.genome.ad.jp/dbget-bin/www_bget?C00024'>C00024</a> // <a href='http://www.genome.ad.jp/dbget-bin/www_bget?C00011'>C00011</a> // <a href='http://www.genome.ad.jp/dbget-bin/www_bget?C00004'>C00004</a> // <a href='http://www.genome.ad.jp/dbget-bin/www_bget?C00671'>C00671</a> // <a href='http://www.genome.ad.jp/dbget-bin/www_bget?C00003'>C00003</a> // <a href='http://www.genome.ad.jp/dbget-bin/www_bget?C00010'>C00010</a> // <a href='http://www.genome.ad.jp/dbget-bin/www_bget?C03345'>C03345</a> // <a href='http://www.genome.ad.jp/dbget-bin/www_bget?C15980'>C15980</a> // <a href='http://www.genome.ad.jp/dbget-bin/www_bget?C04253'>C04253</a> // <a href='http://www.genome.ad.jp/dbget-bin/www_bget?C00080'>C00080</a>,G1G01-3747 // G1G01-4949 // G1G01-4007 // G1G01-2356 // G1G01-2357,G1G01-3747-MONOMER // G1G01-4949-MONOMER // G1G01-4007-MONOMER // G1G01-2356-MONOMER // CPLX-8486,branched-chain-amino acid aminotransferase // acetyl-CoA acetyltransferase // &beta;-ketothiolase BktB // short-chain acyl-CoA dehydrogenase
ILEUSYN-PWY,L-isoleucine biosynthesis I (from threonine),2-KETO-3-METHYL-VALERATE // GLT // ILE // 2-KETOGLUTARATE // NADPH // 1-KETO-2-METHYLVALERATE // NADP // CARBON-DIOXIDE // 2-ACETO-2-HYDROXY-BUTYRATE // PROTON // PYRUVATE // THR // AMMONIUM // 2-OXOBUTANOATE // WATER // CPD-16013 // CPD-15056,<a href='http://www.genome.ad.jp/dbget-bin/www_bget?C00671'>C00671</a> // <a href='http://www.genome.ad.jp/dbget-bin/www_bget?C00025'>C00025</a> // <a href='http://www.genome.ad.jp/dbget-bin/www_bget?C00407'>C00407</a> // <a href='http://www.genome.ad.jp/dbget-bin/www_bget?C00026'>C00026</a> // <a href='http://www.genome.ad.jp/dbget-bin/www_bget?C00005'>C00005</a> // <a href='http://www.genome.ad.jp/dbget-bin/www_bget?C06007'>C06007</a> // <a href='http://www.genome.ad.jp/dbget-bin/www_bget?C00006'>C00006</a> // <a href='http://www.genome.ad.jp/dbget-bin/www_bget?C00011'>C00011</a> // <a href='http://www.genome.ad.jp/dbget-bin/www_bget?C06006'>C06006</a> // <a href='http://www.genome.ad.jp/dbget-bin/www_bget?C00080'>C00080</a> // <a href='http://www.genome.ad.jp/dbget-bin/www_bget?C00022'>C00022</a> // <a href='http://www.genome.ad.jp/dbget-bin/www_bget?C00188'>C00188</a> // <a href='http://www.genome.ad.jp/dbget-bin/www_bget?C01342'>C01342</a> // <a href='http://www.genome.ad.jp/dbget-bin/www_bget?C00109'>C00109</a> // <a href='http://www.genome.ad.jp/dbget-bin/www_bget?C00001'>C00001</a> // <a href='http://www.genome.ad.jp/dbget-bin/www_bget?C20905'>C20905</a> // <a href='http://www.genome.ad.jp/dbget-bin/www_bget?C17234'>C17234</a>,G1G01-5472 // G1G01-3747 // G1G01-4996 // G1G01-4997 // G1G01-4998 // G1G01-3596 // G1G01-1484 // G1G01-1240 // G1G01-5494 // G1G01-4711 // G1G01-3679 // G1G01-3412,G1G01-5472-MONOMER // G1G01-3747-MONOMER // G1G01-4996-MONOMER // CPLX1G01-53 // G1G01-3596-MONOMER // G1G01-1484-MONOMER // G1G01-1240-MONOMER // G1G01-5494-MONOMER // G1G01-4711-MONOMER // G1G01-3679-MONOMER // G1G01-3412-MONOMER,dihydroxy-acid dehydratase // branched-chain-amino acid aminotransferase // ketol-acid reductoisomerase // acetolactate synthase // acetolactate synthase large subunit // threonine deaminase // threonine dehydratase // threonine ammonia-lyase/dehydratase
PWY-7208,superpathway of pyrimidine nucleobases salvage,AMMONIA // UDP // GLT // CTP // Pi // ADP // PROTON // ATP // UTP // GLN // WATER // URACIL // PRPP // PPI // UMP,<a href='http://www.genome.ad.jp/dbget-bin/www_bget?C00014'>C00014</a> // <a href='http://www.genome.ad.jp/dbget-bin/www_bget?C00015'>C00015</a> // <a href='http://www.genome.ad.jp/dbget-bin/www_bget?C00025'>C00025</a> // <a href='http://www.genome.ad.jp/dbget-bin/www_bget?C00063'>C00063</a> // <a href='http://www.genome.ad.jp/dbget-bin/www_bget?C00008'>C00008</a> // <a href='http://www.genome.ad.jp/dbget-bin/www_bget?C00080'>C00080</a> // <a href='http://www.genome.ad.jp/dbget-bin/www_bget?C00002'>C00002</a> // <a href='http://www.genome.ad.jp/dbget-bin/www_bget?C00075'>C00075</a> // <a href='http://www.genome.ad.jp/dbget-bin/www_bget?C00064'>C00064</a> // <a href='http://www.genome.ad.jp/dbget-bin/www_bget?C00001'>C00001</a> // <a href='http://www.genome.ad.jp/dbget-bin/www_bget?C00106'>C00106</a> // <a href='http://www.genome.ad.jp/dbget-bin/www_bget?C00119'>C00119</a> // <a href='http://www.genome.ad.jp/dbget-bin/www_bget?C00013'>C00013</a> // <a href='http://www.genome.ad.jp/dbget-bin/www_bget?C00105'>C00105</a>,G1G01-1690 // G1G01-1873 // G1G01-924 // G1G01-1707 // G1G01-5342 // G1G01-821,G1G01-1690-MONOMER // G1G01-1873-MONOMER // G1G01-924-MONOMER // G1G01-1707-MONOMER // G1G01-5342-MONOMER // G1G01-821-MONOMER,uridylate kinase // cytidylate kinase // nucleoside diphosphate kinase // CTP synthase // pyrimidine operon regulatory protein/uracil phosphoribosyltransferase // uracil phosphoribosyltransferase
ALKANEMONOX-PWY,two-component alkanesulfonate monooxygenase,NADPH // NADP // PROTON // FMN // WATER // SO3 // Aldehydes // Alkanesulfonates // FMNH2 // OXYGEN-MOLECULE,<a href='http://www.genome.ad.jp/dbget-bin/www_bget?C00005'>C00005</a> // <a href='http://www.genome.ad.jp/dbget-bin/www_bget?C00006'>C00006</a> // <a href='http://www.genome.ad.jp/dbget-bin/www_bget?C00080'>C00080</a> // <a href='http://www.genome.ad.jp/dbget-bin/www_bget?C00061'>C00061</a> // <a href='http://www.genome.ad.jp/dbget-bin/www_bget?C00001'>C00001</a> // <a href='http://www.genome.ad.jp/dbget-bin/www_bget?C00071'>C00071</a> // <a href='http://www.genome.ad.jp/dbget-bin/www_bget?C15521'>C15521</a> // <a href='http://www.genome.ad.jp/dbget-bin/www_bget?C01847'>C01847</a> // <a href='http://www.genome.ad.jp/dbget-bin/www_bget?C00007'>C00007</a>,G1G01-2944 // G1G01-258 // G1G01-260,G1G01-2944-MONOMER // G1G01-258-MONOMER // G1G01-260-MONOMER,FMN reductase // NAD(P)H-dependent FMN reductase subunit // alkanesulfonate monooxygenase
GLYCINE-SYN2-PWY,glycine biosynthesis II,CARBON-DIOXIDE // GLY // AMMONIUM // METHYLENE-THF-GLU-N // AMINOMETHYLDIHYDROLIPOYL-GCVH // THF-GLU-N // PROTON // NADH // PROTEIN-LIPOYLLYSINE // DIHYDROLIPOYL-GCVH // NAD,<a href='http://www.genome.ad.jp/dbget-bin/www_bget?C00011'>C00011</a> // <a href='http://www.genome.ad.jp/dbget-bin/www_bget?C00037'>C00037</a> // <a href='http://www.genome.ad.jp/dbget-bin/www_bget?C01342'>C01342</a> // <a href='http://www.genome.ad.jp/dbget-bin/www_bget?C03541'>C03541</a> // <a href='http://www.genome.ad.jp/dbget-bin/www_bget?C00080'>C00080</a> // <a href='http://www.genome.ad.jp/dbget-bin/www_bget?C00004'>C00004</a> // <a href='http://www.genome.ad.jp/dbget-bin/www_bget?C00003'>C00003</a>,G1G01-2066 // G1G01-5538 // G1G01-1061 // G1G01-1059 // G1G01-1062 // G1G01-5539 // G1G01-5540 // G1G01-4454,G1G01-5538-MONOMER // G1G01-1061-MONOMER // G1G01-5540-MONOMER // G1G01-1059-MONOMER // G1G01-2066-MONOMER // CPLX1G01-122 // CPLX1G01-124,glycine dehydrogenase // aminomethyltransferase // glycine cleavage system // lipoamide dehydrogenase lpdG dimer
